,Unnamed: 0,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
7033,7198,25.5,6.77,40.76028823852539,-73.98503875732422,2,40.70481872558594,-74.01576232910156,0,2,6,1,3,13,23,17,6,1,3,13,49,35
7034,7199,10.5,2.5,40.77349853515625,-73.95178985595703,2,40.774757385253906,-73.9807357788086,0,1,6,1,3,2,1,14,6,1,3,2,11,50
7035,7200,13.0,2.29,40.74133682250977,-74.00507354736328,1,40.76567459106445,-73.98239135742188,0,2,4,1,22,9,34,48,4,1,22,9,52,33
7036,7201,21.0,6.61,40.71123504638672,-74.01600646972656,1,40.75743865966797,-73.97119903564453,0,2,0,1,25,4,34,8,0,1,25,4,49,57
7037,7202,4.0,0.4,40.77003860473633,-73.98084259033203,1,40.77532196044922,-73.9769287109375,0,1,6,1,3,17,55,55,6,1,3,17,58,8
7038,7203,8.0,1.56,40.778526306152344,-73.98866271972656,1,40.78841018676758,-73.97074890136719,0,2,4,1,15,13,28,9,4,1,15,13,37,0
7039,7204,8.0,1.1,40.74984359741211,-73.99091339111328,4,40.756813049316406,-73.98823547363281,0,1,6,1,10,17,54,34,6,1,10,18,5,14
7040,7205,7.0,1.0,40.76234817504883,-73.99552917480469,5,40.75146865844727,-73.99384307861328,0,2,3,1,7,10,35,58,3,1,7,10,44,24
7041,7206,8.0,1.5,40.76054382324219,-74.00279235839844,1,40.7635383605957,-73.98553466796875,0,1,5,1,2,21,11,32,5,1,2,21,20,19
7042,7207,10.5,2.55,40.740081787109375,-74.00556182861328,1,40.7577018737793,-73.97772216796875,0,2,5,1,2,14,30,8,5,1,2,14,41,46
7043,7208,4.0,0.5,40.76382827758789,-73.98138427734375,1,40.76726531982422,-73.98983001708984,0,1,1,1,5,5,7,24,1,1,5,5,10,18
7044,7209,7.0,0.68,40.73883056640625,-73.99173736572266,2,40.73714065551758,-73.98149871826172,0,2,3,1,28,10,30,17,3,1,28,10,38,53
7045,7210,6.0,0.82,40.76727294921875,-73.98347473144531,5,40.77545166015625,-73.98394012451172,0,2,4,1,29,18,52,14,4,1,29,18,59,4
7046,7211,19.0,5.14,40.70907211303711,-74.00945281982422,2,40.741783142089844,-73.97489929199219,0,2,3,1,21,13,3,28,3,1,21,13,21,26
7047,7212,8.5,1.1,40.71947479248047,-74.00174713134766,1,40.724517822265625,-73.98719024658203,0,1,2,1,27,8,28,2,2,1,27,8,39,38
7048,7213,11.5,2.73,40.73887634277344,-74.0030746459961,1,40.75795364379883,-73.9756851196289,0,2,0,1,18,20,23,54,0,1,18,20,36,15
7049,7214,16.5,3.61,40.7608528137207,-73.96874237060547,1,40.79759216308594,-73.97140502929688,0,2,6,1,24,20,29,35,6,1,24,20,51,51
7050,7215,11.0,2.17,40.77504348754883,-73.9590072631836,6,40.77513122558594,-73.95863342285156,0,2,2,1,13,19,49,19,2,1,13,20,3,34
7051,7216,10.0,1.7,40.74857711791992,-73.99425506591797,1,40.72908401489258,-73.99207305908203,0,1,5,1,16,21,41,22,5,1,16,21,53,55
7052,7217,12.5,2.77,40.74803161621094,-73.97322082519531,2,40.74224853515625,-74.00592803955078,0,2,5,1,16,1,52,33,5,1,16,2,6,53
7053,7218,8.0,1.63,40.78379821777344,-73.97966766357422,1,40.77914810180664,-73.95813751220703,0,2,6,1,10,10,16,58,6,1,10,10,24,31
7054,7219,10.5,1.8,40.78665542602539,-73.9777603149414,1,40.77133560180664,-73.9565658569336,0,1,1,1,12,15,55,27,1,1,12,16,9,11
7055,7220,11.5,2.17,40.740718841552734,-74.00547790527344,1,40.75894165039063,-73.9897689819336,0,2,1,1,5,21,38,12,1,1,5,21,53,44
7056,7221,7.5,1.38,40.73819351196289,-73.98772430419922,1,40.75368118286133,-73.97441101074219,0,2,2,1,20,9,22,19,2,1,20,9,30,37
7057,7222,10.0,0.6,40.7449951171875,-73.9878158569336,1,40.74932861328125,-73.98896789550781,0,1,3,1,7,10,28,19,3,1,7,10,44,2
7058,7223,7.0,1.1,40.75619888305664,-73.97541809082031,1,40.7486686706543,-73.9885025024414,0,1,2,1,27,8,3,40,2,1,27,8,11,52
7059,7224,6.5,1.04,40.757896423339844,-74.00059509277344,1,40.76057815551758,-73.98648071289062,0,2,4,1,8,11,1,49,4,1,8,11,9,28
7060,7225,10.5,1.3,40.74756622314453,-74.00371551513672,1,40.738868713378906,-73.98579406738281,1,1,2,1,13,13,50,55,2,1,13,14,5,36
7061,7226,4.0,0.2,40.76438522338867,-73.95792388916016,1,40.7640266418457,-73.95425415039062,0,1,0,1,11,10,5,56,0,1,11,10,9,40
7062,7227,9.0,2.0,40.76362991333008,-73.97915649414062,1,40.74424743652344,-73.97286224365234,0,1,3,1,21,5,50,25,3,1,21,6,0,24
7063,7228,24.5,8.32,40.77437973022461,-73.8732681274414,6,40.7701416015625,-73.95124816894531,0,2,2,1,20,9,12,41,2,1,20,9,28,40
7064,7229,21.5,7.3,40.76871109008789,-73.95543670654297,1,40.77423095703125,-73.8729476928711,0,2,5,1,2,5,56,14,5,1,2,6,12,0
7065,7230,11.0,2.08,40.743953704833984,-73.9797592163086,1,40.72142791748047,-73.98750305175781,0,2,5,1,16,23,18,42,5,1,16,23,32,52
7066,7231,10.5,1.6,40.7833366394043,-73.94908905029297,1,40.76598739624024,-73.96529388427734,0,1,4,1,29,11,33,46,4,1,29,11,49,16
7067,7232,52.0,17.8,40.75676727294922,-73.98323822021484,3,40.64750671386719,-73.78606414794922,0,1,5,1,30,0,19,36,5,1,30,0,44,35
7068,7233,5.0,0.6,40.78171157836914,-73.98104858398438,1,40.79030227661133,-73.97501373291016,0,1,3,1,21,16,51,29,3,1,21,16,54,49
7069,7234,7.0,1.55,40.74549102783203,-74.00568389892578,2,40.74717330932617,-73.98605346679688,0,2,6,1,3,1,44,1,6,1,3,1,50,17
7070,7235,5.5,0.8,40.764949798583984,-73.96821594238281,1,40.7744369506836,-73.96405792236328,0,1,4,1,29,22,47,55,4,1,29,22,52,10
7071,7236,11.5,1.55,40.772071838378906,-73.95004272460938,1,40.783592224121094,-73.97066497802734,0,2,4,1,15,13,47,44,4,1,15,14,4,10
7072,7237,10.0,2.2,40.73153305053711,-73.97430419921875,1,40.75627517700195,-73.97235870361328,0,1,3,1,14,21,59,50,3,1,14,22,11,6
7073,7238,10.0,1.86,40.76129913330078,-73.970703125,2,40.77838897705078,-73.95233917236328,0,2,1,1,5,9,5,6,1,1,5,9,17,23
7074,7239,8.5,2.1,40.73389053344727,-73.98090362548828,1,40.76241683959961,-73.97250366210938,0,1,2,1,13,21,20,36,2,1,13,21,28,27
7075,7240,17.0,3.5,40.71836853027344,-74.00883483886719,2,40.762149810791016,-73.98974609375,0,1,4,1,29,19,40,41,4,1,29,20,5,27
7076,7241,8.0,1.56,40.76910781860352,-73.98275756835938,1,40.775184631347656,-73.96348571777344,0,2,0,1,25,22,43,21,0,1,25,22,52,36
7077,7242,26.0,4.9,40.71895980834961,-73.96410369873047,2,40.74176025390625,-73.98944854736328,0,2,6,1,10,16,13,5,6,1,10,17,51,43
7078,7243,16.0,3.9,40.72640609741211,-73.99028778076172,1,40.77399444580078,-73.96142578125,0,1,6,1,17,13,24,54,6,1,17,13,43,34
7079,7244,9.0,0.78,40.75936508178711,-73.98819732666016,5,40.7498664855957,-73.99365234375,0,2,2,1,20,12,59,34,2,1,20,13,12,48
7080,7245,29.0,10.34,40.848060607910156,-73.82762908935547,1,40.76934051513672,-73.86331176757812,0,2,0,1,4,21,50,13,0,1,4,22,7,2
7081,7246,14.0,1.62,40.76360702514648,-73.9736557006836,1,40.74617385864258,-73.9817886352539,0,2,3,1,14,11,4,1,3,1,14,11,26,20
7082,7247,6.5,1.2,40.7757453918457,-73.94662475585938,1,40.774993896484375,-73.96316528320312,0,2,1,1,12,19,21,1,1,1,12,19,27,48
7083,7248,6.5,1.01,40.7648811340332,-73.98416900634766,2,40.75590133666992,-73.97593688964844,0,2,0,1,11,20,40,39,0,1,11,20,48,0
7084,7249,25.5,8.0,40.66297149658203,-73.98799896240234,1,40.74998092651367,-73.99510955810547,0,2,5,1,2,0,20,42,5,1,2,0,45,33
7085,7250,6.5,1.46,40.72050857543945,-74.00762939453125,1,40.730918884277344,-74.00145721435547,0,2,0,1,18,1,30,25,0,1,18,1,35,42
7086,7251,6.5,0.77,40.74177932739258,-73.97486877441406,5,40.73202133178711,-73.98194885253906,0,2,3,1,14,14,51,27,3,1,14,14,58,26
7087,7253,6.0,0.6,40.74916076660156,-73.99217224121094,1,40.75678634643555,-73.9857177734375,0,1,3,1,7,22,37,39,3,1,7,22,43,53
7088,7254,5.5,0.9,40.72238159179688,-73.98306274414062,2,40.73225021362305,-73.9847412109375,0,1,2,1,20,18,10,2,2,1,20,18,14,18
7089,7255,11.5,1.7,40.76561737060547,-73.97974395751953,1,40.78017807006836,-73.9815902709961,0,1,3,1,28,9,25,22,3,1,28,9,43,5
7090,7256,5.0,0.5,40.71697616577149,-74.00250244140625,1,40.7187728881836,-74.01023864746094,0,1,4,1,8,10,4,56,4,1,8,10,9,58
7091,7257,8.5,1.8,40.74185180664063,-73.989990234375,1,40.72113037109375,-73.9973373413086,0,2,5,1,2,19,27,41,5,1,2,19,37,44
7092,7258,8.0,1.5,40.75348663330078,-73.99253845214844,1,40.73730850219727,-73.99661254882812,0,1,1,1,5,12,52,11,1,1,5,13,0,47
7093,7259,7.0,1.4,40.714073181152344,-74.01448822021484,1,40.73223114013672,-74.00773620605469,0,1,2,1,27,9,26,30,2,1,27,9,33,14
7094,7260,4.0,0.5,40.791412353515625,-73.96981048583984,2,40.797279357910156,-73.96432495117188,0,1,6,1,3,23,25,10,6,1,3,23,27,23
7095,7261,6.5,0.9,40.812400817871094,-73.95052337646484,1,40.820072174072266,-73.95533752441406,0,1,5,1,2,23,3,39,5,1,2,23,9,58
7096,7262,31.5,11.12,40.77445983886719,-73.87259674072266,1,40.75526809692383,-73.98622131347656,0,2,4,1,15,4,6,19,4,1,15,4,26,42
7097,7263,9.0,1.14,40.75860595703125,-73.961669921875,2,40.76507568359375,-73.97937774658203,0,2,3,1,14,13,45,48,3,1,14,13,58,27
7098,7264,14.0,2.83,40.75593185424805,-73.98259735107422,2,40.77717971801758,-73.9522705078125,0,2,5,1,30,13,0,21,5,1,30,13,19,45
7099,7265,5.0,0.86,40.7871322631836,-73.95401763916016,1,40.7754020690918,-73.96280670166016,0,2,4,1,8,11,33,8,4,1,8,11,37,49
7100,7266,33.0,11.55,40.66162109375,-73.99698638916016,1,40.77873992919922,-73.9542007446289,0,2,2,1,6,22,33,25,2,1,6,22,55,7
7101,7267,8.0,1.72,40.75297164916992,-73.9669189453125,1,40.76797103881836,-73.98290252685547,0,2,4,1,15,22,34,4,4,1,15,22,42,26
7102,7268,18.0,3.52,40.77937698364258,-73.96211242675781,1,40.7470588684082,-73.99335479736328,0,2,4,1,15,10,36,51,4,1,15,11,4,31
7103,7269,9.5,1.54,40.726600646972656,-73.99429321289062,1,40.74583053588867,-73.98239135742188,0,2,3,1,21,11,55,44,3,1,21,12,8,20
7104,7270,8.5,1.09,40.74034881591797,-73.9945297241211,1,40.73389053344727,-74.00273132324219,0,2,4,1,22,20,59,27,4,1,22,21,11,16
7105,7271,5.5,0.95,40.77669525146485,-73.95252990722656,1,40.77080535888672,-73.95668029785156,0,2,6,1,17,1,38,44,6,1,17,1,42,56
7106,7272,6.0,1.36,40.731536865234375,-73.99022674560547,1,40.745887756347656,-73.97962188720703,0,2,4,1,1,14,7,51,4,1,1,14,13,12
7107,7273,11.5,2.2,40.7334098815918,-74.00735473632812,1,40.74267959594727,-73.97779846191406,0,1,0,1,11,19,41,21,0,1,11,19,56,32
7108,7274,15.5,4.1,40.71196365356445,-73.9572982788086,1,40.69028091430664,-73.99434661865234,0,1,4,1,1,6,17,48,4,1,1,6,31,59
7109,7275,7.5,1.5,40.723716735839844,-74.00358581542969,1,40.73665237426758,-73.99958038330078,0,1,3,1,7,22,1,14,3,1,7,22,9,41
7110,7276,8.0,1.4,40.738189697265625,-74.0009536743164,1,40.72721862792969,-73.98265838623047,0,2,5,1,16,11,56,14,5,1,16,12,5,36
7111,7277,6.5,1.41,40.75894165039063,-73.97687530517578,1,40.74978637695313,-73.99195098876953,0,2,5,1,9,14,57,19,5,1,9,15,2,51
7112,7278,35.0,10.48,40.76845169067383,-73.86187744140625,5,40.75906753540039,-73.97290802001953,0,2,4,1,29,16,21,39,4,1,29,16,57,14
7113,7279,10.0,2.5,40.7908935546875,-73.96905517578125,1,40.76993179321289,-73.96078491210938,0,1,2,1,20,23,36,4,2,1,20,23,45,22
7114,7280,6.0,1.2,40.76247787475586,-73.97490692138672,1,40.7755126953125,-73.98239135742188,1,1,3,1,14,20,22,39,3,1,14,20,28,6
7115,7281,33.0,10.48,40.71595001220703,-73.83367156982422,5,40.749610900878906,-73.99163818359375,0,2,1,1,26,0,15,11,1,1,26,0,44,40
7116,7282,4.5,0.8,40.77870178222656,-73.96246337890625,1,40.78226089477539,-73.97148895263672,0,2,0,1,4,7,22,51,0,1,4,7,25,9
7117,7283,26.5,5.8,40.75791549682617,-73.89716339111328,1,40.75922393798828,-73.98799896240234,0,1,5,1,23,2,22,37,5,1,23,3,1,10
7118,7284,24.5,5.97,40.7077751159668,-74.0081787109375,2,40.77659606933594,-73.9822006225586,0,2,5,1,9,17,26,55,5,1,9,17,57,0
7119,7285,9.5,2.1,40.71982192993164,-74.01016235351562,1,40.703800201416016,-74.0068130493164,0,1,3,1,7,9,41,23,3,1,7,9,50,28
7120,7286,9.0,2.43,40.75843811035156,-73.98497009277344,1,40.72993850708008,-74.00200653076172,0,2,6,1,10,1,49,45,6,1,10,1,58,4
7121,7287,8.0,1.8,40.78993225097656,-73.9729995727539,1,40.7768669128418,-73.94929504394531,0,2,6,1,10,21,24,54,6,1,10,21,32,15
7122,7288,8.0,1.1,40.75029373168945,-73.99122619628906,1,40.763858795166016,-73.98146057128906,0,1,0,1,4,9,44,46,0,1,4,9,54,20
7123,7289,9.5,2.28,40.77503204345703,-73.95294952392578,3,40.7558822631836,-73.97624206542969,0,2,2,1,6,22,15,46,2,1,6,22,25,37
7124,7290,6.5,1.05,40.73772048950195,-73.99005126953125,2,40.74930953979492,-73.99152374267578,0,2,2,1,13,10,52,13,2,1,13,10,59,31
7125,7291,19.0,5.59,40.75926971435547,-73.97241973876953,5,40.70492172241211,-74.00782775878906,0,2,4,1,22,7,31,24,4,1,22,7,53,29
7126,7292,5.5,0.93,40.74525833129883,-73.97704315185547,1,40.7400016784668,-73.98787689208984,0,2,4,1,1,16,33,0,4,1,1,16,37,55
7127,7293,19.5,5.8,40.8018684387207,-73.9343490600586,1,40.73322677612305,-73.98116302490234,0,1,4,1,22,13,31,14,4,1,22,13,52,22
7128,7294,11.5,2.8,40.75027465820313,-73.9763412475586,1,40.77609252929688,-73.94821166992188,0,1,2,1,6,6,29,41,2,1,6,6,42,39
7129,7295,13.0,2.1,40.76506423950195,-73.98236846923828,1,40.76959991455078,-73.95481872558594,0,1,3,1,14,14,17,42,3,1,14,14,36,10
7130,7296,6.5,1.1,40.77302932739258,-73.96639251708984,1,40.75931930541992,-73.97451782226562,0,1,6,1,24,15,37,29,6,1,24,15,44,37
7131,7297,10.0,1.93,40.76648712158203,-73.95308685302734,1,40.78497314453125,-73.95569610595703,0,2,3,1,7,18,59,6,3,1,7,19,11,10
7132,7298,5.0,0.7,40.76024627685547,-73.98905181884766,1,40.76444625854492,-73.98722839355469,0,1,1,1,26,1,36,21,1,1,26,1,40,21
7133,7299,9.5,2.29,40.79096603393555,-73.96514129638672,1,40.76946258544922,-73.95781707763672,0,2,6,1,3,1,38,50,6,1,3,1,46,56
7134,7300,11.0,2.52,40.76719284057617,-73.95378875732422,1,40.754005432128906,-73.9823989868164,0,2,3,1,14,0,31,49,3,1,14,0,43,4
7135,7301,8.0,1.6,40.74557113647461,-73.9970932006836,1,40.74866485595703,-73.97801208496094,0,1,6,1,17,10,14,48,6,1,17,10,22,40
7136,7302,10.0,0.84,40.75028991699219,-73.97908020019531,2,40.752220153808594,-73.9679183959961,0,2,4,1,29,8,53,50,4,1,29,9,8,42
7137,7303,8.0,1.1,40.75191879272461,-73.99120330810547,1,40.74056243896485,-73.98782348632812,0,1,4,1,15,10,40,1,4,1,15,10,50,18
7138,7304,10.0,2.65,40.7446517944336,-73.9567642211914,5,40.75958633422852,-73.96202087402344,0,2,1,1,19,18,16,3,2,1,20,18,14,3
7139,7305,13.0,3.9,40.74860763549805,-73.90821838378906,1,40.75827407836914,-73.96666717529297,0,1,4,1,1,4,33,48,4,1,1,4,45,13
7140,7306,14.0,3.6,40.75018310546875,-73.99364471435547,1,40.78283309936523,-73.95736694335938,0,1,2,1,20,6,57,17,2,1,20,7,13,15
7141,7307,10.5,2.58,40.6905517578125,-73.94548034667969,1,40.689720153808594,-73.98126220703125,0,2,6,1,3,2,4,19,6,1,3,2,14,24
7142,7308,14.0,2.8,40.74666976928711,-74.00128936767578,2,40.78306579589844,-73.97467803955078,0,1,2,1,27,12,44,9,2,1,27,13,3,17
7143,7309,10.5,2.17,40.78874206542969,-73.97632598876953,5,40.76317596435547,-73.97444915771484,0,2,3,1,7,7,15,13,3,1,7,7,26,42
7144,7310,6.0,0.8,40.76584243774414,-73.95560455322266,1,40.76535034179688,-73.96591186523438,0,2,2,1,6,9,47,1,2,1,6,9,54,3
7145,7311,5.5,0.85,40.79467391967773,-73.97167205810547,2,40.796966552734375,-73.96076202392578,0,2,5,1,2,16,57,23,5,1,2,17,1,25
7146,7312,12.0,2.83,40.775428771972656,-73.94598388671875,1,40.753753662109375,-73.97779846191406,0,2,4,1,29,20,50,18,4,1,29,21,3,48
7147,7313,6.0,1.19,40.82564926147461,-73.93875885009766,1,40.82910919189453,-73.94860076904297,0,2,4,1,1,14,6,14,4,1,1,14,12,3
7148,7314,30.0,3.1,40.74834060668945,-73.98530578613281,1,40.782569885253906,-73.95321655273438,0,1,1,1,26,17,5,9,1,1,26,17,59,23
7149,7315,7.5,1.1,40.73773956298828,-73.99357604980469,1,40.74962997436523,-73.99166107177734,0,1,0,1,25,14,16,43,0,1,25,14,25,57
7150,7316,9.0,2.14,40.74911117553711,-73.978271484375,1,40.742820739746094,-74.00750732421875,0,2,2,1,13,21,38,38,2,1,13,21,47,20
7151,7317,9.5,1.29,40.75579452514648,-73.98794555664062,1,40.75314712524414,-73.98039245605469,0,2,4,1,1,13,39,50,4,1,1,13,52,23
7152,7318,18.0,2.05,40.75178146362305,-73.99079132080078,1,40.75661087036133,-73.96415710449219,0,2,4,1,22,10,39,3,4,1,22,11,8,49
7153,7319,13.0,3.12,40.76442337036133,-73.98339080810547,4,40.73019409179688,-73.990966796875,0,2,0,1,11,23,9,19,0,1,11,23,22,36
7154,7320,10.5,1.6,40.77289962768555,-73.9783706665039,1,40.77580261230469,-73.9585189819336,0,1,0,1,4,15,22,56,0,1,4,15,36,59
7155,7321,22.0,4.8,40.73937225341797,-73.98681640625,1,40.720008850097656,-74.0054931640625,0,2,3,1,7,7,40,44,3,1,7,8,12,44
7156,7322,5.5,0.72,40.7681999206543,-73.96293640136719,1,40.764991760253906,-73.97025299072266,0,2,1,1,19,19,32,23,1,1,19,19,37,51
7157,7323,15.0,1.33,40.766807556152344,-73.96086120605469,3,40.74982070922852,-73.9744644165039,0,2,0,1,25,12,18,21,0,1,25,12,42,56
7158,7324,11.0,2.42,40.69688415527344,-73.9922866821289,1,40.70330810546875,-74.01177215576172,0,2,1,1,12,15,15,1,1,1,12,15,28,46
7159,7325,9.5,1.4,40.755672454833984,-73.98370361328125,1,40.74007034301758,-73.98562622070312,0,1,1,1,5,10,37,52,1,1,5,10,50,0
7160,7326,4.5,0.58,40.71187210083008,-73.99895477294922,2,40.71598815917969,-73.99500274658203,0,2,3,1,7,19,17,11,3,1,7,19,21,40
7161,7327,17.5,4.6,40.67314910888672,-73.9608383178711,1,40.72526931762695,-73.99224090576172,0,2,6,1,3,1,50,21,6,1,3,2,9,5
7162,7328,9.0,1.6,40.75500869750977,-73.96472930908203,1,40.77074432373047,-73.96823120117188,0,1,1,1,26,21,4,25,1,1,26,21,16,18
7163,7329,15.0,4.18,40.71342849731445,-74.01171875,1,40.718849182128906,-73.98957061767578,0,2,5,1,9,1,39,56,5,1,9,1,51,48
7164,7330,33.5,8.8,40.75734329223633,-73.97267150878906,1,40.77374267578125,-73.87068939208984,1,1,3,1,28,16,25,44,3,1,28,17,8,21
7165,7331,7.0,0.8,40.71144485473633,-74.01560974121094,1,40.70988464355469,-74.00994110107422,0,1,6,1,3,18,48,19,6,1,3,18,57,20
7166,7332,52.0,20.32,40.71534729003906,-74.00881958007812,5,40.64865112304688,-73.78340148925781,0,2,6,1,24,22,36,52,6,1,24,23,12,49
7167,7333,46.0,15.6,40.74469375610352,-73.95712280273438,1,40.64512252807617,-73.77674102783203,0,1,0,1,4,15,13,22,0,1,4,15,53,27
7168,7334,14.5,3.52,40.746986389160156,-73.98467254638672,1,40.77415466308594,-73.96192169189453,0,2,2,1,6,7,18,56,2,1,6,7,37,42
7169,7335,8.0,1.6,40.749603271484375,-73.99185943603516,2,40.7566032409668,-73.97252655029297,0,1,6,1,17,11,48,6,6,1,17,11,57,38
7170,7336,11.5,1.3,40.77732467651367,-73.98605346679688,1,40.76853561401367,-73.96768188476562,0,1,1,1,26,12,4,31,1,1,26,12,21,10
7171,7337,6.0,0.9,40.7505989074707,-73.97465515136719,1,40.74199676513672,-73.97481536865234,0,1,1,1,12,19,53,47,1,1,12,19,59,42
7172,7338,5.0,0.7,40.73593521118164,-73.98731994628906,1,40.742332458496094,-73.98885345458984,0,1,1,1,19,8,10,29,1,1,19,8,14,34
7173,7339,14.5,2.9,40.7677116394043,-73.96204376220703,2,40.73367309570313,-73.98983764648438,0,1,5,1,16,20,44,8,5,1,16,21,3,25
7174,7340,5.5,0.55,40.71989059448242,-74.00852966308594,5,40.723968505859375,-74.00469970703125,0,2,4,1,22,8,57,9,4,1,22,9,3,29
7175,7341,6.0,1.2,40.78797149658203,-73.9715576171875,1,40.77505874633789,-73.9820327758789,0,2,6,1,17,20,43,9,6,1,17,20,47,44
7176,7342,11.5,3.41,40.72592544555664,-73.9489517211914,1,40.716251373291016,-73.9874038696289,0,2,6,1,10,23,9,39,6,1,10,23,16,45
7177,7343,5.5,1.0,40.749271392822266,-73.99243927001953,1,40.7548713684082,-73.97811889648438,0,2,1,1,26,2,32,54,1,1,26,2,37,6
7178,7344,12.5,3.0,40.75408935546875,-73.9842529296875,1,40.720664978027344,-73.9969253540039,0,1,4,1,1,18,51,45,4,1,1,19,6,52
7179,7345,5.0,0.4,40.75595474243164,-73.98271179199219,1,40.75538635253906,-73.98755645751953,0,1,1,1,19,15,58,2,1,1,19,16,2,45
7180,7346,10.0,1.22,40.73859024047852,-73.97384643554688,1,40.748619079589844,-73.9876937866211,0,2,4,1,8,7,49,14,4,1,8,8,2,58
7181,7347,15.0,3.09,40.771705627441406,-73.95317077636719,1,40.75612258911133,-73.99010467529297,0,2,5,1,9,11,33,10,5,1,9,11,53,19
7182,7348,6.5,1.14,40.76032257080078,-73.98284149169922,1,40.77349472045898,-73.98162841796875,0,2,1,1,5,11,4,0,1,1,5,11,10,31
7183,7349,12.5,2.61,40.75743103027344,-73.98831176757812,1,40.72586059570313,-74.00399017333984,0,2,6,1,24,14,35,0,6,1,24,14,51,29
7184,7350,5.5,0.84,40.74306106567383,-73.9776611328125,2,40.74162673950195,-73.98651123046875,0,2,2,1,6,21,18,54,2,1,6,21,24,30
7185,7351,7.0,1.0,40.76857376098633,-73.95980834960938,1,40.779640197753906,-73.9534683227539,0,1,2,1,6,10,36,0,2,1,6,10,44,34
7186,7352,11.0,2.7,40.76709747314453,-73.95407104492188,1,40.75826644897461,-73.9892349243164,0,1,5,1,16,15,3,23,5,1,16,15,14,54
7187,7353,3.0,1.9,40.76142883300781,-73.97936248779297,1,40.76140975952149,-73.97933959960938,0,1,6,1,17,0,6,54,6,1,17,0,8,6
7188,7354,8.0,1.5,40.733543395996094,-74.0033187866211,1,40.743160247802734,-73.98484802246094,0,1,3,1,7,12,46,6,3,1,7,12,54,35
7189,7355,8.5,1.7,40.749420166015625,-73.98387145996094,1,40.76715850830078,-73.98643493652344,0,1,2,1,13,8,3,55,2,1,13,8,14,23
7190,7357,10.5,1.9,40.76178359985352,-73.97943878173828,1,40.78072738647461,-73.97280883789062,0,2,5,1,9,15,31,4,5,1,9,15,43,55
7191,7358,14.5,2.1,40.73875045776367,-73.99197387695312,1,40.76346206665039,-73.97757720947266,0,1,2,1,27,14,17,37,2,1,27,14,40,19
7192,7359,8.0,1.4,40.75822067260742,-73.97057342529297,1,40.7720832824707,-73.97955322265625,0,1,3,1,14,10,14,54,3,1,14,10,24,4
7193,7361,6.0,0.81,40.790122985839844,-73.95198059082031,1,40.78042984008789,-73.95899200439453,0,2,2,1,27,17,8,8,2,1,27,17,14,20
7194,7362,9.0,1.44,40.75019836425781,-73.9732437133789,2,40.75811004638672,-73.9892807006836,0,2,2,1,20,10,6,32,2,1,20,10,18,28
7195,7363,11.0,3.0,40.73074340820313,-73.99298858642578,1,40.76242065429688,-73.98638153076172,0,1,0,1,11,22,14,36,0,1,11,22,25,40
7196,7364,5.5,0.7,40.74675369262695,-74.00122833251953,3,40.75105285644531,-73.99407196044922,0,1,3,1,28,15,50,10,3,1,28,15,55,14
7197,7365,4.5,0.8,40.73846435546875,-74.00143432617188,1,40.74640274047852,-73.99372100830078,1,1,1,1,19,0,28,32,1,1,19,0,31,2
7198,7366,11.0,1.8,40.713783264160156,-73.98587799072266,2,40.7315788269043,-73.98554992675781,0,1,6,1,24,19,10,17,6,1,24,19,25,34
7199,7367,9.5,1.98,40.75679016113281,-73.98979949951172,1,40.75679016113281,-73.98979949951172,0,2,3,1,28,11,35,5,3,1,28,11,46,45
7200,7368,3.0,0.38,40.62882614135742,-73.97001647949219,2,40.62985229492188,-73.96333312988281,0,2,6,1,3,22,16,19,6,1,3,22,17,30
7201,7369,5.5,0.6,40.72539520263672,-73.99606323242188,1,40.72210311889648,-73.9853744506836,0,1,1,1,5,9,30,37,1,1,5,9,35,59
7202,7370,16.5,4.1,40.761566162109375,-73.91809844970703,1,40.76967239379883,-73.86268615722656,0,1,5,1,9,20,46,36,5,1,9,21,3,10
7203,7371,4.5,0.8,40.804649353027344,-73.96256256103516,1,40.79442596435547,-73.97013092041016,0,1,3,1,21,13,33,36,3,1,21,13,35,33
7204,7372,37.0,11.32,40.780757904052734,-73.95858764648438,1,40.7690544128418,-73.86297607421875,0,2,3,1,21,22,43,4,3,1,21,23,14,21
7205,7373,5.5,0.6,40.74152755737305,-73.97586059570312,1,40.74182510375977,-73.98492431640625,0,1,0,1,11,8,47,14,0,1,11,8,53,12
7206,7374,10.0,1.5,40.73649978637695,-73.97864532470703,1,40.74021911621094,-73.99837493896484,0,1,0,1,18,12,50,58,0,1,18,13,4,25
7207,7375,12.0,1.8,40.74749374389648,-73.9742431640625,1,40.77130126953125,-73.95651245117188,0,1,3,1,28,13,23,52,3,1,28,13,40,28
7208,7376,9.0,2.2,40.76015090942383,-73.99504089355469,1,40.73808670043945,-73.99250030517578,0,1,6,1,24,20,5,20,6,1,24,20,15,30
7209,7377,8.5,1.2,40.75564956665039,-73.99585723876953,1,40.758209228515625,-73.98208618164062,0,1,4,1,29,19,15,24,4,1,29,19,27,18
