,Unnamed: 0,cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
1826,1868,8.0,1.33,40.81131362915039,-73.9575424194336,1,40.79848861694336,-73.95291137695312,0,2,3,1,21,15,47,36,3,1,21,15,56,47
1827,1869,13.5,3.05,40.7579345703125,-73.96231842041016,2,40.79068374633789,-73.95386505126953,0,2,6,1,17,18,6,50,6,1,17,18,25,4
1828,1870,3.0,0.17,40.7172737121582,-73.95210266113281,1,40.71845626831055,-73.95709228515625,0,2,6,1,17,17,19,4,6,1,17,17,20,44
1829,1871,5.0,0.82,40.76481628417969,-73.93761444091797,1,40.76193618774414,-73.92546081542969,0,2,0,1,4,21,41,27,0,1,4,21,45,11
1830,1872,4.5,0.61,40.76613235473633,-73.90782165527344,1,40.77004623413086,-73.91778564453125,0,2,2,1,6,19,31,29,2,1,6,19,34,46
1831,1873,9.0,1.14,40.69659423828125,-73.958984375,1,40.69801712036133,-73.97451782226562,0,2,0,1,11,13,58,12,0,1,11,14,9,30
1832,1874,11.5,1.76,40.68960952758789,-73.98126220703125,3,40.66927337646485,-73.98616790771484,0,2,3,1,7,18,38,23,3,1,7,18,55,3
1833,1875,16.5,1.5,40.8052978515625,-73.93971252441406,1,40.80615615844727,-73.96133422851562,0,1,4,1,15,17,58,4,4,1,15,18,25,32
1834,1876,9.0,2.1,40.762733459472656,-73.79789733886719,1,40.75974655151367,-73.82975006103516,0,2,6,1,10,23,56,43,0,1,11,0,4,2
1835,1877,4.0,0.6,40.808990478515625,-73.95848083496094,2,40.81115341186523,-73.95309448242188,0,1,0,1,18,1,11,24,0,1,18,1,14,13
1836,1878,20.5,5.0,40.74937057495117,-74.00301361083984,3,40.693763732910156,-73.99279022216797,0,2,3,1,21,10,18,25,3,1,21,10,43,37
1837,1879,4.5,0.72,40.69613265991211,-73.97821807861328,1,40.69242858886719,-73.98743438720703,0,2,0,1,4,19,4,21,0,1,4,19,7,54
1838,1880,9.5,1.39,40.69845581054688,-73.96761322021484,1,40.68731689453125,-73.95469665527344,0,2,1,1,26,8,0,27,1,1,26,8,13,21
1839,1881,9.0,1.91,40.80268478393555,-73.94894409179688,1,40.82290267944336,-73.95297241210938,0,2,4,1,1,7,30,57,4,1,1,7,40,22
1840,1882,17.5,5.73,40.76729965209961,-73.8396987915039,6,40.709251403808594,-73.8189926147461,0,2,5,1,9,9,52,2,5,1,9,10,2,50
1841,1883,4.0,0.45,40.71734619140625,-73.96268463134766,1,40.71697235107422,-73.95648956298828,0,2,2,1,13,19,9,7,2,1,13,19,12,1
1842,1884,12.0,2.88,40.66891098022461,-73.94910430908203,1,40.68938064575195,-73.99111938476562,0,2,6,1,17,23,30,24,6,1,17,23,43,19
1843,1885,7.5,1.68,40.68156814575195,-73.99578857421875,1,40.68020629882813,-74.00946044921875,0,2,4,1,22,18,36,8,4,1,22,18,43,25
1844,1886,7.0,1.39,40.803077697753906,-73.96416473388672,1,40.81966781616211,-73.95560455322266,0,2,2,1,13,14,32,26,2,1,13,14,39,15
1845,1887,15.0,2.57,40.780738830566406,-73.95021057128906,1,40.81161117553711,-73.94282531738281,0,2,2,1,20,15,27,19,2,1,20,15,48,23
1846,1888,10.5,2.3,40.69047546386719,-73.96532440185547,5,40.70318603515625,-73.99449157714844,0,2,4,1,1,22,25,29,4,1,1,22,38,32
1847,1889,8.0,1.8,40.678802490234375,-73.92466735839844,1,40.65696334838867,-73.93089294433594,0,1,6,1,17,1,4,39,6,1,17,1,13,14
1848,1890,12.0,2.7,40.73335266113281,-73.9581298828125,2,40.70927429199219,-73.93706512451172,0,1,4,1,1,4,6,15,4,1,1,4,21,47
1849,1891,30.0,2.02,40.76534652709961,-73.8223648071289,1,40.75681686401367,-73.83435821533203,0,2,1,1,5,16,58,57,1,1,5,17,53,37
1850,1892,10.5,1.66,40.817970275878906,-73.96073913574219,1,40.81793594360352,-73.94159698486328,0,2,3,1,28,16,19,38,3,1,28,16,34,17
1851,1893,12.5,3.0,40.66218948364258,-73.95379638671875,1,40.69040298461914,-73.9880599975586,0,1,1,1,5,12,23,25,1,1,5,12,37,17
1852,1894,24.0,4.6,40.74092483520508,-73.87722778320312,1,40.74147033691406,-73.94927215576172,0,1,2,1,13,16,46,42,2,1,13,17,21,55
1853,1895,23.0,5.92,40.75697326660156,-73.98619079589844,2,40.71493148803711,-73.95928955078125,0,2,5,1,2,21,12,22,5,1,2,21,38,24
1854,1896,8.0,1.9,40.67144775390625,-73.97180938720703,2,40.65085220336914,-73.97883605957031,0,1,0,1,25,20,9,39,0,1,25,20,17,56
1855,1897,3.5,0.55,40.754432678222656,-73.87870025634766,1,40.74985122680664,-73.88324737548828,0,2,5,1,9,2,21,33,5,1,9,2,23,7
1856,1898,6.5,1.14,40.747161865234375,-73.8704605102539,3,40.74703979492188,-73.89073181152344,0,2,4,1,15,0,45,17,4,1,15,0,52,27
1857,1899,7.0,1.0,40.6751823425293,-73.96337127685547,1,40.66047668457031,-73.96073913574219,0,1,6,1,24,13,21,0,6,1,24,13,29,19
1858,1900,19.5,4.92,40.74923324584961,-73.97982788085938,2,40.80633163452149,-73.94644927978516,0,2,5,1,30,22,52,10,5,1,30,23,15,14
1859,1901,6.0,0.99,40.77287292480469,-73.92752075195312,1,40.767086029052734,-73.92157745361328,0,2,5,1,23,4,55,15,5,1,23,5,2,15
1860,1902,5.0,0.79,40.76887893676758,-73.9333724975586,1,40.7667121887207,-73.9213638305664,0,2,0,1,18,0,0,43,0,1,18,0,4,54
1861,1903,9.5,1.96,40.71070098876953,-73.9051284790039,1,40.71224212646485,-73.93954467773438,0,2,0,1,25,19,35,9,0,1,25,19,45,46
1862,1904,14.0,2.3,40.83209228515625,-73.90969848632812,1,40.82733154296875,-73.94268798828125,0,2,5,1,30,21,24,40,5,1,30,21,44,4
1863,1905,6.5,1.08,40.69391632080078,-73.98712158203125,1,40.69342422485352,-73.97286224365234,0,2,2,1,13,7,35,52,2,1,13,7,42,26
1864,1906,12.0,3.51,40.72785568237305,-73.95053100585938,1,40.68711853027344,-73.95466613769531,0,2,4,1,1,1,38,11,4,1,1,1,47,31
1865,1907,21.0,5.46,40.716575622558594,-73.95710754394531,1,40.67268371582031,-73.98334503173828,0,2,0,1,4,9,4,9,0,1,4,9,27,38
1866,1908,11.0,2.3,40.69061279296875,-73.93211364746094,1,40.6859016418457,-73.9734115600586,0,1,4,1,15,22,47,0,4,1,15,23,0,10
1867,1909,10.0,1.81,40.7512321472168,-73.86442565917969,2,40.733978271484375,-73.86961364746094,0,2,5,1,30,17,36,19,5,1,30,17,49,44
1868,1910,8.0,2.15,40.80570602416992,-73.94692993164062,2,40.812644958496094,-73.93778991699219,0,2,6,1,17,11,23,13,6,1,17,11,31,22
1869,1911,7.5,1.19,40.81134796142578,-73.90780639648438,1,40.81998062133789,-73.91600799560547,0,2,6,1,10,19,13,4,6,1,10,19,21,30
1870,1912,28.0,7.78,40.774017333984375,-73.87117767333984,1,40.7122802734375,-73.9626235961914,0,2,2,1,20,10,20,50,2,1,20,10,52,14
1871,1913,5.0,0.71,40.79479598999024,-73.94058990478516,1,40.66432571411133,-74.0223388671875,0,2,4,1,22,7,42,5,4,1,22,7,46,49
1872,1914,5.5,0.8,40.79960632324219,-73.96580505371094,1,40.80430603027344,-73.95549774169922,0,1,0,1,25,19,5,9,0,1,25,19,10,52
1873,1915,14.0,3.88,40.82362747192383,-73.94132995605469,1,40.86164093017578,-73.90845489501953,0,2,1,1,12,17,30,8,1,1,12,17,44,3
1874,1916,6.0,1.1,40.72952651977539,-73.84185791015625,1,40.7214469909668,-73.84423065185547,0,2,0,1,4,9,15,9,0,1,4,9,21,7
1875,1917,18.0,3.64,40.84503555297852,-73.93350982666016,1,40.804054260253906,-73.96659088134766,0,2,3,1,21,17,33,3,3,1,21,17,58,9
1876,1918,6.5,1.27,40.72416687011719,-73.94422149658203,1,40.72175979614258,-73.95785522460938,0,2,6,1,3,19,59,25,6,1,3,20,5,26
1877,1919,13.0,3.11,40.8040657043457,-73.96647644042969,1,40.83912658691406,-73.9403305053711,0,2,0,1,25,17,1,51,0,1,25,17,16,29
1878,1920,18.0,4.84,40.74994659423828,-73.9742660522461,1,40.77422332763672,-73.92443084716797,0,2,2,1,13,9,55,37,2,1,13,10,15,38
1879,1921,12.5,1.86,40.76628112792969,-73.92182159423828,2,40.75338363647461,-73.90650177001953,0,2,2,1,13,16,44,28,2,1,13,17,2,32
1880,1922,7.0,1.16,40.78850173950195,-73.95530700683594,1,40.80246353149414,-73.95063781738281,0,2,0,1,18,13,19,34,0,1,18,13,27,41
1881,1923,4.5,0.76,40.67858123779297,-73.98226928710938,2,40.67102432250977,-73.97817993164062,0,2,3,1,7,15,35,32,3,1,7,15,38,37
1882,1924,6.0,0.86,40.834869384765625,-73.94441986083984,1,40.84637451171875,-73.93850708007812,0,2,3,1,21,13,34,9,3,1,21,13,39,58
1883,1925,19.5,5.5,40.76063919067383,-73.988037109375,1,40.79267501831055,-73.93780517578125,0,1,5,1,9,13,7,5,5,1,9,13,27,27
1884,1926,8.5,1.77,40.69040298461914,-73.94722747802734,1,40.68302536010742,-73.92621612548828,0,2,5,1,9,11,21,42,5,1,9,11,30,37
1885,1927,7.5,1.85,40.79939651489258,-73.94524383544922,5,40.8124885559082,-73.92912292480469,0,2,0,1,18,0,5,7,0,1,18,0,11,55
1886,1928,12.5,1.94,40.67464828491211,-73.94449615478516,5,40.68631362915039,-73.97428894042969,0,2,4,1,8,17,19,6,4,1,8,17,37,0
1887,1929,8.5,1.36,40.80463409423828,-73.93894958496094,1,40.78955841064453,-73.95246887207031,0,2,3,1,21,17,45,41,3,1,21,17,55,14
1888,1930,53.0,7.08,40.77384948730469,-73.87073516845703,5,40.78304672241211,-73.94454193115234,0,2,0,1,25,12,13,57,0,1,25,13,33,16
1889,1931,7.5,1.36,40.72395324707031,-73.95004272460938,1,40.70988845825195,-73.93931579589844,0,2,5,1,16,11,39,30,5,1,16,11,47,46
1890,1932,7.0,1.3,40.70963668823242,-73.95441436767578,1,40.70880508422852,-73.95931243896484,0,2,4,1,1,23,20,26,4,1,1,23,31,8
1891,1933,11.5,2.73,40.71800994873047,-73.87285614013672,2,40.74659729003906,-73.89141845703125,0,2,2,1,20,0,49,37,2,1,20,1,2,16
1892,1934,12.5,2.89,40.69537353515625,-73.92581176757812,1,40.68697738647461,-73.97679138183594,0,2,5,1,9,15,51,17,5,1,9,16,5,18
1893,1935,15.0,3.83,40.71316146850586,-73.96426391601562,1,40.70235061645508,-73.99295806884766,0,2,0,1,18,9,30,19,1,1,19,9,23,30
1894,1936,9.0,1.66,40.70198059082031,-73.96177673339844,1,40.72112655639648,-73.95657348632812,0,2,6,1,10,2,27,45,6,1,10,2,37,59
1895,1937,5.5,1.09,40.58601760864258,-73.9352798461914,1,40.58720397949219,-73.95311737060547,0,2,5,1,23,10,19,17,5,1,23,10,23,29
1896,1938,13.0,3.0,40.71533966064453,-73.9582290649414,3,40.74881362915039,-73.93804931640625,0,1,2,1,13,12,8,22,2,1,13,12,22,55
1897,1939,8.5,1.73,40.64018630981445,-74.02970123291016,1,40.63082504272461,-74.00909423828125,0,2,2,1,6,8,31,19,2,1,6,8,41,2
1898,1940,7.0,1.2,40.81173706054688,-73.9538803100586,1,40.82302474975586,-73.94210052490234,0,1,6,1,10,19,35,40,6,1,10,19,41,59
1899,1941,9.0,2.37,40.72092056274414,-73.84659576416016,1,40.73774337768555,-73.88304901123047,0,2,6,1,10,22,10,50,6,1,10,22,18,20
1900,1942,5.0,0.93,40.77891159057617,-73.9544448852539,1,40.78875350952149,-73.95509338378906,0,2,5,1,9,15,38,15,5,1,9,15,42,17
1901,1944,5.0,0.92,40.83772659301758,-73.92964172363281,1,40.8281135559082,-73.92635345458984,0,2,2,1,20,21,0,51,2,1,20,21,5,34
1902,1945,10.5,2.5,40.74238204956055,-73.91816711425781,3,40.7540397644043,-73.94226837158203,0,1,4,1,1,0,38,0,4,1,1,0,50,16
1903,1946,7.5,1.54,40.684852600097656,-73.9761962890625,1,40.67475128173828,-73.95650482177734,0,2,5,1,9,10,57,38,5,1,9,11,5,51
1904,1947,12.0,3.23,40.77507019042969,-73.96084594726562,1,40.80807876586914,-73.94513702392578,0,2,5,1,2,21,16,8,5,1,2,21,27,26
1905,1948,6.0,1.1,40.68169021606445,-73.95840454101562,1,40.67184448242188,-73.96247863769531,0,2,3,1,7,22,26,35,3,1,7,22,31,53
1906,1949,16.0,3.5,40.68438720703125,-73.94027709960938,1,40.65562438964844,-73.90721893310547,0,1,4,1,8,12,50,12,4,1,8,13,11,49
1907,1950,11.5,2.26,40.669769287109375,-73.93130493164062,1,40.698673248291016,-73.93855285644531,0,2,2,1,6,18,3,43,2,1,6,18,20,48
1908,1951,8.5,1.4,40.84894180297852,-73.93696594238281,1,40.829925537109375,-73.94776916503906,0,1,0,1,25,12,16,9,0,1,25,12,26,10
1909,1952,14.5,3.8,40.75386428833008,-73.9449234008789,1,40.71147537231445,-73.9453353881836,0,1,6,1,10,23,3,48,6,1,10,23,19,14
1910,1953,9.5,1.67,40.67561340332031,-73.9414291381836,1,40.67877960205078,-73.91944885253906,0,2,1,1,5,12,3,29,1,1,5,12,15,19
1911,1954,4.0,0.61,40.77838516235352,-73.91496276855469,1,40.7751350402832,-73.9115982055664,0,2,1,1,12,21,46,44,1,1,12,21,49,11
1912,1955,18.5,2.46,40.75508117675781,-73.83016967773438,1,40.74910354614258,-73.86966705322266,0,2,0,1,4,17,47,35,0,1,4,18,15,53
1913,1956,5.5,1.1,40.69219207763672,-73.95059204101562,1,40.6932487487793,-73.96770477294922,0,1,5,1,16,23,10,51,5,1,16,23,15,19
1914,1957,9.5,1.75,40.80498123168945,-73.96233367919922,2,40.78979110717773,-73.95234680175781,0,2,2,1,6,17,11,2,2,1,6,17,23,15
1915,1958,5.0,0.66,40.800148010253906,-73.94046783447266,1,40.79253387451172,-73.94387817382812,0,2,0,1,4,14,32,13,0,1,4,14,36,48
1916,1959,11.0,2.32,40.68373107910156,-73.97676086425781,1,40.697601318359375,-73.99282836914062,0,2,1,1,5,14,59,25,1,1,5,15,13,2
1917,1960,4.0,0.51,40.76112365722656,-73.923828125,6,40.75422668457031,-73.92727661132812,0,2,0,1,18,4,7,42,0,1,18,4,10,18
1918,1961,25.0,5.02,40.64373779296875,-73.78329467773438,1,40.69729232788086,-73.81304168701172,0,2,2,1,13,10,11,26,2,1,13,10,18,53
1919,1962,14.0,3.23,40.74800109863281,-73.95700073242188,1,40.76138687133789,-73.91694641113281,0,2,1,1,5,11,54,43,1,1,5,12,10,31
1920,1963,15.0,4.2,40.7259635925293,-73.86497497558594,1,40.68698501586914,-73.82244873046875,0,2,3,1,7,19,32,30,3,1,7,19,47,33
1921,1964,9.5,1.41,40.81247329711914,-73.9056396484375,5,40.81012344360352,-73.92532348632812,0,2,5,1,30,17,27,17,5,1,30,17,39,46
1922,1965,4.0,0.4,40.71327590942383,-73.82328796386719,1,40.71366882324219,-73.8297348022461,0,2,4,1,22,20,36,52,4,1,22,20,39,32
1923,1967,4.0,0.5,40.76897430419922,-73.92588806152344,1,40.76514434814453,-73.93154907226562,0,2,4,1,1,3,21,14,4,1,1,3,23,59
1924,1968,6.0,1.02,40.744049072265625,-73.87696075439453,5,40.73387145996094,-73.87117004394531,0,2,2,1,20,21,58,0,2,1,20,22,3,22
1925,1969,13.0,3.71,40.79050064086914,-73.92864990234375,1,40.80427169799805,-73.93701934814453,0,2,3,1,28,9,25,36,3,1,28,9,37,57
1926,1970,6.5,1.21,40.80465316772461,-73.937744140625,1,40.80483627319336,-73.95499420166016,0,2,0,1,4,0,41,49,0,1,4,0,47,13
1927,1971,8.5,1.65,40.78261947631836,-73.95327758789062,1,40.80380630493164,-73.93792724609375,0,2,4,1,22,12,54,34,4,1,22,13,5,4
1928,1972,5.0,0.6,40.764930725097656,-73.91748809814453,1,40.76156997680664,-73.92442321777344,0,1,3,1,28,14,36,16,3,1,28,14,41,19
1929,1973,10.5,2.3,40.81898880004883,-73.91004180908203,1,40.8057975769043,-73.94047546386719,0,2,4,1,1,2,42,14,4,1,1,2,54,48
1930,1974,12.5,3.0,40.68357849121094,-73.92180633544922,1,40.68877410888672,-73.9557113647461,0,1,0,1,11,19,53,8,0,1,11,20,7,58
1931,1975,14.0,4.2,40.72723007202149,-73.80886840820312,1,40.73030090332031,-73.8619613647461,0,1,0,1,4,14,8,34,0,1,4,14,19,25
1932,1976,11.0,2.5,40.707496643066406,-73.93401336669922,1,40.73307418823242,-73.95463562011719,0,1,5,1,30,21,52,30,5,1,30,22,5,37
1933,1977,6.0,1.11,40.771087646484375,-73.92438507080078,1,40.759090423583984,-73.91895294189453,0,2,5,1,16,17,43,30,5,1,16,17,49,20
1934,1978,9.0,1.54,40.83712768554688,-73.94276428222656,1,40.8576545715332,-73.93223571777344,0,2,4,1,29,9,42,38,4,1,29,9,53,44
1935,1979,11.0,2.65,40.618247985839844,-73.95826721191406,1,40.58750534057617,-73.95431518554688,0,2,3,1,14,12,58,24,3,1,14,13,10,56
1936,1980,3.5,0.23,40.79066848754883,-73.95237731933594,1,40.78968811035156,-73.954345703125,0,2,6,1,10,19,10,41,6,1,10,19,12,38
1937,1981,11.5,2.62,40.72157669067383,-74.00442504882812,2,40.6916618347168,-73.9869155883789,0,2,6,1,10,16,23,56,6,1,10,16,35,33
1938,1982,8.0,1.03,40.66905975341797,-73.97554016113281,1,40.67738342285156,-73.98504638671875,0,2,1,1,19,15,17,58,1,1,19,15,27,50
1939,1983,6.5,0.89,40.8118782043457,-73.94092559814453,1,40.80585861206055,-73.93641662597656,0,2,3,1,7,18,0,13,3,1,7,18,8,22
1940,1984,11.5,2.7,40.73839569091797,-73.89851379394531,1,40.75811004638672,-73.91981506347656,0,1,6,1,3,2,19,19,6,1,3,2,32,10
1941,1985,5.0,0.6,40.687984466552734,-73.99447631835938,1,40.69098663330078,-73.99161529541016,1,1,1,1,19,16,3,13,1,1,19,16,7,33
1942,1986,12.5,2.6,40.79848098754883,-73.94126892089844,1,40.82567596435547,-73.95111846923828,0,2,4,1,29,12,40,17,4,1,29,12,55,38
1943,1987,5.5,0.8,40.71907043457031,-73.96114349365234,1,40.72230911254883,-73.94994354248047,0,1,2,1,20,13,34,58,2,1,20,13,40,8
1944,1988,20.5,5.8,40.72307968139648,-73.95034790039062,1,40.66918563842773,-73.98617553710938,0,2,5,1,23,2,14,21,5,1,23,2,37,57
1945,1989,10.5,2.77,40.67212677001953,-73.9261245727539,1,40.695068359375,-73.95264434814453,0,2,0,1,11,23,18,31,0,1,11,23,28,8
1946,1990,15.5,4.43,40.855125427246094,-73.9276351928711,1,40.80503845214844,-73.93895721435547,0,2,0,1,18,18,39,55,0,1,18,18,52,43
1947,1991,9.0,1.51,40.76877975463867,-73.89185333251953,1,40.77580261230469,-73.9111328125,0,2,4,1,15,20,30,47,4,1,15,20,41,33
1948,1992,6.5,1.16,40.73363876342773,-73.95684814453125,1,40.72254180908203,-73.948486328125,0,2,1,1,19,19,35,50,1,1,19,19,42,33
1949,1993,16.0,3.74,40.76179885864258,-73.96529388427734,5,40.76776885986328,-73.91193389892578,0,2,1,1,5,9,10,52,1,1,5,9,32,24
1950,1994,13.0,3.2,40.73284530639648,-73.98188781738281,1,40.71032333374024,-73.96556854248047,0,1,2,1,13,19,43,5,2,1,13,19,58,11
1951,1996,16.5,3.94,40.72998046875,-73.98347473144531,1,40.71593856811523,-73.96195983886719,0,2,5,1,30,3,33,35,5,1,30,3,53,6
1952,1997,8.5,1.77,40.71210479736328,-73.93699645996094,6,40.71774673461914,-73.95569610595703,0,2,4,1,29,23,17,49,4,1,29,23,27,38
1953,1998,5.0,0.77,40.7490234375,-73.86929321289062,1,40.74761199951172,-73.88395690917969,0,2,0,1,18,12,25,13,0,1,18,12,29,50
1954,1999,5.5,0.78,40.80999374389648,-73.94746398925781,2,40.80378723144531,-73.9556655883789,0,2,6,1,17,0,36,1,6,1,17,0,41,9
1955,2000,19.0,5.97,40.77448654174805,-73.98096466064453,1,40.84051132202149,-73.940185546875,0,2,1,1,12,19,50,58,1,1,12,20,5,2
1956,2001,11.5,2.32,40.75146865844727,-73.94773864746094,1,40.746055603027344,-73.91259002685547,0,2,3,1,7,8,17,3,3,1,7,8,31,6
1957,2002,13.5,3.26,40.68663024902344,-73.92748260498047,1,40.68626022338867,-73.97412872314453,0,2,3,1,21,23,28,13,3,1,21,23,44,24
1958,2003,9.0,1.7,40.82710266113281,-73.93705749511719,2,40.80780792236328,-73.94526672363281,0,1,1,1,26,0,11,53,1,1,26,0,22,2
1959,2004,5.0,0.91,40.67916870117188,-73.98736572265625,1,40.68370819091797,-73.97628784179688,0,2,4,1,1,17,52,58,4,1,1,17,56,51
1960,2005,10.5,1.5,40.834720611572266,-73.9442367553711,1,40.817291259765625,-73.9459457397461,0,2,3,1,28,17,3,26,3,1,28,17,17,0
1961,2006,6.0,0.99,40.81229019165039,-73.94585418701172,1,40.801025390625,-73.94123840332031,0,2,2,1,20,17,25,52,2,1,20,17,31,52
1962,2007,7.0,0.92,40.69486618041992,-73.98330688476562,1,40.6895637512207,-73.99221801757812,0,2,1,1,5,15,42,20,1,1,5,15,50,23
1963,2008,10.5,2.42,40.66091918945313,-73.99267578125,1,40.68974685668945,-73.9815444946289,0,2,0,1,25,18,54,15,0,1,25,19,6,10
1964,2009,24.5,8.0,40.64487838745117,-73.78242492675781,1,40.677093505859375,-73.90054321289062,0,1,3,1,14,13,19,22,3,1,14,13,39,9
1965,2010,23.5,6.0,40.74077224731445,-73.98343658447266,1,40.6942138671875,-73.99227905273438,0,1,1,1,19,17,23,52,1,1,19,17,53,5
1966,2011,5.0,0.72,40.81018829345703,-73.95914459228516,1,40.803993225097656,-73.9666976928711,0,2,5,1,30,19,56,43,5,1,30,20,1,3
1967,2012,13.5,3.5,40.69706726074219,-73.930419921875,1,40.74489212036133,-73.9484634399414,0,1,2,1,6,4,33,51,2,1,6,4,47,26
1968,2013,8.5,1.8,40.75918197631836,-73.87844848632812,1,40.746917724609375,-73.89136505126953,0,2,3,1,28,1,4,16,3,1,28,1,13,21
1969,2014,17.0,3.6,40.69548797607422,-73.99288940429688,2,40.67223358154297,-73.9546127319336,0,1,4,1,15,8,2,12,4,1,15,8,25,17
1970,2015,10.0,3.07,40.77391052246094,-73.8709945678711,1,40.74649429321289,-73.89086151123047,0,2,1,1,12,13,4,14,1,1,12,13,9,38
1971,2016,4.5,0.8,40.81591796875,-73.94722747802734,1,40.81353378295898,-73.95648956298828,0,2,3,1,14,21,48,12,3,1,14,21,51,39
1972,2017,8.0,1.5,40.78748321533203,-73.94973754882812,1,40.79544067382813,-73.9321517944336,0,1,0,1,4,21,49,44,0,1,4,21,57,49
1973,2018,8.0,1.2,40.78584289550781,-73.9530258178711,1,40.79812240600586,-73.95231628417969,0,1,3,1,21,18,55,2,3,1,21,19,5,46
1974,2019,7.5,1.55,40.80033493041992,-73.93538665771484,1,40.7900619506836,-73.9519271850586,0,2,0,1,11,16,18,42,0,1,11,16,25,20
1975,2020,16.5,4.98,40.71066665649414,-73.96772766113281,1,40.678653717041016,-74.0113754272461,0,2,4,1,1,3,10,17,4,1,1,3,23,21
1976,2021,3.0,0.23,40.80635452270508,-73.96595764160156,1,40.80505752563477,-73.96185302734375,0,2,4,1,22,9,51,19,4,1,22,9,52,23
1977,2022,5.0,0.61,40.69185256958008,-73.98179626464844,1,40.68402862548828,-73.9770736694336,0,2,4,1,22,22,43,39,4,1,22,22,48,0
1978,2023,9.0,2.31,40.72287368774414,-73.94638061523438,1,40.71325302124024,-73.91112518310547,0,2,6,1,24,12,30,1,6,1,24,12,38,52
1979,2024,14.0,2.3,40.81299209594727,-73.92567443847656,2,40.79269027709961,-73.95018005371094,0,1,4,1,8,7,40,11,4,1,8,7,59,19
1980,2025,6.5,0.8,40.68989562988281,-73.9809799194336,1,40.68971252441406,-73.96631622314453,0,1,3,1,14,9,26,16,3,1,14,9,34,13
1981,2026,8.5,1.79,40.68799209594727,-73.96260070800781,1,40.6903076171875,-73.99430084228516,0,2,6,1,10,4,20,15,6,1,10,4,29,40
1982,2027,6.0,1.13,40.72940444946289,-73.95399475097656,1,40.71729278564453,-73.95830535888672,0,2,2,1,6,22,47,38,2,1,6,22,53,8
1983,2028,10.5,1.38,40.74205780029297,-73.90714263916016,1,40.73772430419922,-73.88103485107422,0,2,2,1,27,7,56,42,2,1,27,8,11,49
1984,2029,16.5,4.2,40.76737594604492,-73.9847183227539,1,40.76829147338867,-73.92525482177734,0,2,1,1,5,21,3,16,1,1,5,21,21,18
1985,2030,9.5,2.18,40.70189666748047,-73.92784881591797,1,40.71435928344727,-73.95158386230469,0,2,6,1,17,3,59,54,6,1,17,4,10,5
1986,2031,8.0,0.62,40.81605529785156,-73.92076110839844,1,40.817138671875,-73.9229507446289,0,2,1,1,5,12,24,45,1,1,5,12,35,52
1987,2032,6.5,1.08,40.80855178833008,-73.94332885742188,1,40.81188583374024,-73.9550552368164,0,2,5,1,30,11,1,46,5,1,30,11,8,49
1988,2033,36.0,8.3,40.76520156860352,-73.9754409790039,1,40.686519622802734,-73.9841537475586,0,1,2,1,20,19,47,54,2,1,20,20,35,10
1989,2034,5.5,0.75,40.72107315063477,-73.85527038574219,1,40.72136306762695,-73.84429168701172,0,2,2,1,27,12,50,37,2,1,27,12,55,33
1990,2035,55.5,20.5,40.64707565307617,-73.78955078125,1,40.85679626464844,-73.93267822265625,0,1,3,1,14,9,19,45,3,1,14,9,56,43
1991,2036,9.0,2.49,40.68999099731445,-73.8477554321289,1,40.69937133789063,-73.80706024169922,0,2,3,1,7,21,24,43,3,1,7,21,31,50
1992,2037,11.5,1.99,40.69568252563477,-73.84561920166016,1,40.71046447753906,-73.85128784179688,0,2,4,1,29,18,5,36,4,1,29,18,20,39
1993,2038,8.0,1.48,40.7690658569336,-73.91217803955078,5,40.75464630126953,-73.93131256103516,0,2,3,1,21,12,4,39,3,1,21,12,13,31
1994,2039,7.0,1.37,40.82336044311523,-73.90287780761719,1,40.81785583496094,-73.92257690429688,0,2,2,1,13,13,55,10,2,1,13,14,2,12
1995,2040,26.0,8.06,40.7677116394043,-73.95631408691406,1,40.841556549072266,-73.94212341308594,0,2,2,1,13,15,37,6,2,1,13,16,5,41
1996,2041,27.5,7.93,40.754432678222656,-73.99549865722656,1,40.6901969909668,-73.99445343017578,0,2,5,1,2,17,40,10,5,1,2,18,9,38
1997,2042,21.0,4.44,40.68691635131836,-73.85375213623047,1,40.6883430480957,-73.84923553466797,0,2,1,1,12,19,17,45,1,1,12,19,44,6
1998,2043,10.5,2.18,40.701393127441406,-73.9144058227539,1,40.69541931152344,-73.94903564453125,0,2,4,1,15,10,1,24,4,1,15,10,14,42
1999,2044,6.5,1.05,40.85453414916992,-73.88851928710938,1,40.856224060058594,-73.90042114257812,0,2,5,1,30,12,13,13,5,1,30,12,21,6
2000,2045,20.0,4.1,40.85382080078125,-73.90803527832031,6,40.81367111206055,-73.94480895996094,0,2,0,1,25,7,47,23,0,1,25,8,12,47
2001,2046,4.5,0.57,40.80061340332031,-73.96807098388672,1,40.80819320678711,-73.96395874023438,0,2,3,1,28,20,20,50,3,1,28,20,23,25
2002,2048,6.0,0.9,40.67300033569336,-73.97357940673828,1,40.68038558959961,-73.97779846191406,0,2,0,1,18,13,26,45,0,1,18,13,32,41
